Record Type,Constituent Id,Address ID,Address Type,Primary Flag,Organization Name,Address line 1,Address line 2,Address line 3,Address line 4,City,State,Zip Code,County,District
1C,45186568,HO,P,X,,22406 Christina Fields Suite 281,,,,APO AP 46950,OK,41574,Champaign,13.0
1C,45186569,HO,P,X,,54172 Johnson Station,,,,East Joshuaton,KY,90067,Livingston,16.0
1C,45186570,HO,P,X,,5202 Bird Square,,,,West Derek,MS,25835,McHenry,14.0
1C,45186573,HO,P,X,,32555 Horne Mount Apt. 682,,,,Thomasburgh,CO,70975,Iroquois,16.0
1C,45186574,HO,P,X,,3935 Lisa Summit,,,,Vargasfort,NE,8694,Champaign,13.0
1C,45186575,HO,P,X,,"PSC 4291, Box 1205",,,,West Yolanda,AL,36535,Vermilion,15.0
1C,45186576,HO,P,X,,741 Bates Light,,,,Port Daniel,AZ,76711,Lawrence,15.0
1C,45186577,HO,P,X,,47102 Rios Shoal,,,,New Luke,SC,32923,Champaign,13.0
1C,45186578,HO,P,X,,506 Brandy Crest Apt. 492,,,,Mariamouth,SC,7911,Ford,16.0
1C,45186579,HO,P,X,,530 Smith Roads,,,,Kingmouth,PA,48018,Champaign,13.0
1C,45186580,HO,P,X,,6332 April Branch Apt. 279,,,,South Kevin,CT,27822,Champaign,13.0
1C,45186581,HO,P,X,,86675 Shannon Ramp,,,,North Shannonburgh,AZ,76033,Champaign,13.0
1C,45186582,HO,P,X,,063 King Estate,,,,Bradyfurt,KS,56230,Vermilion,15.0
1C,45186583,HO,P,X,,6058 Watson Fork,,,,Port Kevin,LA,49870,Champaign,13.0
1C,45186584,HO,P,X,,58299 Sandra Tunnel Suite 393,,,,Port Debbiestad,TN,55887,Woodford,18.0
1C,45186585,HO,P,X,,0712 Bruce Walks,,,,Port Spencer,ME,6610,McLean,18.0
1C,45186586,HO,P,X,,441 Aguirre Circle,,,,Andrealand,IL,33906,Champaign,13.0
1C,45186587,HO,P,X,,321 Jennifer Glens Apt. 600,,,,North Deborah,DC,20060,McLean,18.0
1C,45186588,HO,P,X,,506 Michelle Village,,,,Bridgesmouth,NC,42115,Champaign,13.0
1C,45186589,HO,P,X,,0666 Kelly Inlet Suite 954,,,,Bellborough,CO,24162,McLean,18.0
1C,45186590,HO,P,X,,5664 Tammy Forks,,,,Thompsonmouth,SD,31064,McLean,18.0
1C,45186591,HO,P,X,,716 Margaret Hollow Suite 661,,,,Ericberg,MN,89889,Champaign,13.0
1C,45186592,HO,P,X,,01581 Alexander Street,,,,North Williamside,IN,43811,Champaign,13.0
1C,45186593,HO,P,X,,7662 David Loop,,,,West Kimberlymouth,MO,76137,McLean,18.0
1C,45186594,HO,P,X,,0668 David Corners Apt. 781,,,,FPO AP 02733,PA,34792,Coles,15.0
1C,45186595,HO,P,X,,67548 Andre Roads Suite 285,,,,Port Paul,AL,54427,Champaign,13.0
1C,45186596,HO,P,X,,858 Johnson Cliff,,,,South Rileymouth,FL,39675,Champaign,13.0
1C,45186597,HO,P,X,,255 Burns Hill Suite 158,,,,North Susantown,AR,40885,Champaign,13.0
1C,45186598,HO,P,X,,981 Brandy Harbor,,,,East Amanda,HI,42300,Coles,15.0
1C,45186599,HO,P,X,,1003 Watkins Junction Suite 121,,,,West Steventon,NV,48652,Champaign,13.0
1C,45186600,HO,P,X,,205 Vance Inlet,,,,DPO AE 80607,NM,78884,La Salle,16.0
1C,45186601,HO,P,X,,40968 Brown Mission Apt. 507,,,,Amandaview,DC,90631,Champaign,13.0
1C,45186602,HO,P,X,,9783 Leonard Square,,,,Bryantchester,KS,4607,Douglas,15.0
1C,45186603,HO,P,X,,9432 Daniel Manor Apt. 511,,,,East Tammyside,OK,54965,Norfolk City,2.0
1C,45186604,HO,P,X,,5921 Frank Glen Apt. 720,,,,APO AE 29739,NY,40657,Champaign,13.0
1C,45186608,HO,P,X,,1300 Lewis Trail,,,,Lewismouth,IL,87384,Champaign,15.0
1C,45186609,HO,P,X,,5417 Sarah Mill Apt. 522,,,,East Abigailview,DE,86606,,
1C,45186611,HO,P,X,,USS Perez,C/O Comfort Inn,,,Hooverberg,SC,55582,Effingham,15.0
1C,45186612,HO,P,X,,35622 Michael Lane,,,,APO AE 95243,MS,77199,Sangamon,13.0
1C,45186617,HO,P,X,,2632 Frey Track,,,,South Rhondabury,NC,20282,Vermilion,15.0
1C,45186618,HO,P,X,,6885 Morgan Crossing,,,,New Timothy,OR,72281,Vermilion,15.0
1C,45186619,HO,P,X,,20709 Andrew Land Apt. 555,,,,North Josephshire,AL,20535,Prince Georges,4.0
1C,45186620,HO,S,X,,08911 Jesse Lake Suite 115,,,,North Anne,MD,67075,McLean,13.0
1C,45186620,BU,S,,,9000 Gregory Spur Suite 823,,,,Jonathanchester,NY,20700,McLean,13.0
1C,45186622,HO,P,X,,8732 Rice Parkway Apt. 743,,,,Melissaton,WY,20643,Champaign,15.0
1C,45186623,HO,P,X,,3794 Michael Roads Apt. 993,,,,Schneiderborough,UT,94932,McLean,13.0
1C,45186624,HO,P,X,,82204 Vanessa Islands,,,,Meganville,NM,8921,Champaign,13.0
1C,45186625,HO,P,X,,593 Jasmine Unions Apt. 188,,,,Lake Amyland,OH,12684,Piatt,13.0
1C,45186626,HO,P,X,,USS Fischer,,,,Silvachester,KY,80806,Champaign,15.0
1C,45186627,HO,P,X,,06756 James Isle Suite 494,,,,South Daniel,CT,66566,Macon,13.0
1C,45186628,HO,P,X,,"PSC 7782, Box 5726",,,,East Nicholas,MN,34649,,
1C,45186629,HO,P,X,,168 Thomas Loaf Apt. 007,,,,Port Scottport,WI,65240,Champaign,15.0
1C,45186631,HO,P,X,,10203 Marissa Trace,,,,Stricklandberg,WV,59975,Collin,3.0
1C,45186632,HO,P,X,,715 Caleb Course,,,,Chanside,VT,87935,Champaign,13.0
1C,45186633,HO,P,X,,15957 Webb Unions,,,,Westfort,UT,65140,Champaign,13.0
1C,45186634,HO,P,X,,652 Matthews Street Suite 759,,,,North Shawnview,MN,27057,,
1C,45186635,HO,P,X,,2133 Caleb Roads Suite 399,,,,Port Stephenland,WA,97603,,
1C,45186636,HO,P,X,,Unit 2095 Box 1628,,,,South Arthur,UT,9872,Vermilion,15.0
1C,45186637,HO,P,X,,750 Jackson Center,,,,South David,CA,24444,,
1C,45186638,HO,P,X,,3821 Roman Underpass Suite 275,,,,Campbellborough,RI,7652,Saline,15.0
1C,45186639,HO,P,X,,501 Brandon Mountains,,,,Port Mistyland,NH,33219,Livingston,16.0
1C,45186640,HO,P,X,,346 Austin Cliff Suite 447,,,,Jacksonstad,IN,31126,Champaign,13.0
1C,45186641,HO,P,X,,338 Wesley Spur,,,,East David,AL,90902,McLean,13.0
1C,45186642,HO,P,X,,06377 Wright Viaduct Apt. 755,,,,East Margaret,KY,43654,Champaign,13.0
1C,45186643,HO,P,X,,0391 Bentley Prairie Suite 149,,,,APO AA 75777,CA,10765,McLean,13.0
1C,45186644,HO,S,X,,683 Fuller Fort Apt. 652,,,,Brandonton,OH,2116,Dewitt,13.0
1C,45186644,BU,S,,,237 Gonzalez Avenue Suite 880,,,,Port Jacob,MN,29854,Dewitt,13.0
1C,45186645,HO,P,X,,1927 Salazar Summit,,,,Lake Robin,KY,36091,Ford,15.0
1C,45186646,HO,P,X,,1873 Garcia Shore Apt. 235,,,,East Susanchester,NC,5732,McLean,13.0
1C,45186647,HO,P,X,,83222 Kristin Ferry,,,,North Carolyntown,ME,95820,Coles,15.0
1C,45186648,HO,P,X,,70578 Arnold Row Apt. 266,,,,Joefort,AZ,35322,Dewitt,13.0
1C,45186742,HO,P,X,,13200 Wyatt Drive,,,,Sarachester,MO,51585,McLean,18.0
1C,45186743,HO,P,X,,963 Brittany Summit Apt. 396,,,,Josemouth,ND,91927,Champaign,13.0
1C,45186744,HO,P,X,,96043 Susan Square Apt. 519,,,,Mirandamouth,ND,16436,Vermilion,15.0
1C,45186746,HO,P,X,,7772 Kimberly Street Apt. 204,,,,Christensenport,MS,1838,Champaign,15.0
1C,45186747,HO,P,X,,42991 Jennifer Green Suite 524,,,,West Seanshire,MS,5096,Vermilion,15.0
1C,45186748,HO,P,X,,7929 Weiss Heights,,,,DPO AA 98730,SD,93046,Ford,15.0
1C,45186749,HO,P,X,,32993 Austin Roads,,,,Andrewchester,WI,23834,Champaign,15.0
1C,45186750,HO,P,X,,"PSC 3751, Box 3487",,,,APO AA 43775,WI,44118,Coles,15.0
1C,45186751,HO,P,X,,77286 Carter Curve Apt. 256,,,,West Jonathan,MO,86126,Champaign,13.0
1C,45186752,HO,P,X,,214 Santiago Rue Suite 040,,,,Shahport,WV,98688,McLean,18.0
1C,45186753,HO,P,X,,Unit 4721 Box 7025,,,,North Mariaborough,SD,85878,McLean,13.0
1C,45186754,HO,P,X,,4692 Oconnell Glens Apt. 278,,,,Comptonfort,ND,72401,Tom Green,11.0
1C,45186755,HO,P,X,,45328 Thomas Route Apt. 747,,,,Nelsonburgh,NH,86099,Cook,5.0
1C,45186756,HO,P,X,,64301 Paul Parkways Apt. 332,,,,South Mark,UT,13866,Vermilion,15.0
1C,45186757,HO,P,X,,923 Tara Harbors,,,,Odonnellstad,IN,77285,McLean,13.0
1C,45186758,HO,P,X,,Unit 7378 Box 8776,,,,Port April,TN,35349,Champaign,13.0
1C,45186759,HO,P,X,,339 Leslie Road Apt. 655,,,,New Shane,IL,93727,Champaign,13.0
1C,45186760,HO,P,X,,41638 Leonard Ridge Apt. 435,,,,East Lawrence,MD,16874,Tom Green,11.0
1C,45186761,HO,P,X,,04814 Miller Canyon Suite 077,,,,West Donna,NJ,68147,Moultrie,15.0
1C,45186762,HO,P,X,,"PSC 1190, Box 5866",,,,South Christineview,SD,68626,Champaign,13.0
1C,45186767,HO,P,X,,69674 Stewart Mall Apt. 018,,,,New Todd,AK,96699,McLean,18.0
1C,45186768,HO,P,X,,446 Garcia Courts Suite 182,,,,Smithshire,DC,20510,McLean,18.0
1C,45186769,HO,P,X,,4394 Monroe Bridge,,,,Tonyview,TN,97663,Champaign,13.0
1C,45186770,HO,P,X,,950 Johnson Plains,,,,East Angelamouth,AL,7666,Pope,15.0
1C,45186771,HO,P,X,,7290 Austin Valley Suite 126,,,,Gabrielburgh,MT,70149,Champaign,13.0
1C,45186772,HO,P,X,,23403 Nathan Island Apt. 867,,,,Lopezfort,AL,37685,Champaign,13.0
1C,45186774,HO,P,X,,21616 Diane Plain,,,,New Christopher,CT,57712,Champaign,13.0
1C,45186775,HO,P,X,,85610 Veronica Canyon Apt. 283,,,,Charlesville,MI,85818,,15.0
1C,45186778,HO,P,X,,021 Williams River,,,,North Jeremyburgh,DC,46628,Vermilion,15.0
1C,45186779,HO,P,X,,88496 Aguilar Squares,,,,DPO AA 84998,HI,79452,Vermilion,15.0
1C,45186781,HO,P,X,,"PSC 2759, Box 9954",,,,South Matthew,ME,83350,Vermilion,15.0
1C,45186782,HO,P,X,,082 Jamie Mission,,,,Hopkinschester,NC,13237,McLean,18.0
1C,45186783,HO,P,X,,413 Stephen Neck Apt. 117,,,,Patelfurt,WY,83603,McLean,18.0
1C,45186784,HO,P,X,,4374 Turner Shoals,,,,Haydenside,KS,11795,McLean,13.0
1C,45186785,HO,P,X,,14251 Anderson Radial,,,,Christopherside,NH,67792,Dupage,11.0
1C,45186786,HO,P,X,,541 Ian Ford Suite 895,,,,Ashleystad,ID,5772,Champaign,13.0
1C,45186787,HO,P,X,,6257 Richard Parkways,,,,Johnsonhaven,TN,50769,Santa Clara,17.0
1C,45186788,HO,P,X,,57075 Wiggins Cove Apt. 647,,,,North Brandi,LA,72481,McLean,18.0
1C,45186789,HO,P,X,,651 Amanda Stravenue,,,,Johnsonbury,IA,47951,Champaign,15.0
1C,45186790,HO,P,X,,"PSC 1642, Box 2865",,,,Lake Emily,MN,77193,Cook,9.0
1C,45186791,HO,P,X,,05969 Mckinney Cove Suite 233,,,,Sanchezchester,VT,62367,McLean,13.0
1C,45186792,HO,P,X,,13624 Robert Route,,,,APO AA 72819,MN,54020,McLean,18.0
1C,45186793,HO,P,X,,91034 Rebekah Trail Apt. 724,,,,Nathanielview,NE,17895,Champaign,15.0
1C,45186794,HO,P,X,,872 Emily Prairie Suite 746,,,,Chasestad,SC,87626,Cook,7.0
1C,45186795,HO,P,X,,"PSC 7957, Box 7202",,,,APO AA 95747,ME,44514,Cook,7.0
1C,45186797,HO,P,X,,115 Alvarado Burg Suite 206,,,,Dominiqueside,MD,78678,Cook,8.0
1C,45186798,HO,P,X,,03459 Carroll Pike Apt. 702,,,,East Daniel,AK,65565,Champaign,13.0
1C,45186799,HO,P,X,,"PSC 1316, Box 3080",,,,FPO AA 85750,WA,91525,Champaign,13.0
1C,45186800,HO,P,X,,78340 Logan Extension Apt. 883,,,,DPO AE 32414,SC,91941,Champaign,13.0
1C,45186801,HO,P,X,,3588 Norris Wells,,,,Andrewchester,IA,49954,Champaign,13.0
1C,45186802,HO,P,X,,24240 Caleb Valleys Apt. 109,,,,West Larryfurt,MA,68280,Champaign,13.0
1C,45186803,HO,P,X,,2395 Michael Ways Suite 297,,,,South Jenniferport,CT,67323,Douglas,15.0
1C,45186804,HO,P,X,,1129 Sheila Square,,,,Carrollbury,MN,49159,Ford,16.0
1C,45186805,HO,P,X,,4819 Silva Drives Apt. 058,,,,Port Pamelaborough,IA,2168,Piatt,13.0
1C,45186806,HO,P,X,,852 Anthony Highway,,,,Angelachester,SC,33426,Edgar,15.0
1C,45186807,HO,P,X,,10110 Taylor Port,,,,East Jamieport,WA,37498,McLean,18.0
1C,45186809,HO,P,X,,540 Duncan Summit,,,,Jasonburgh,DE,37111,,
1C,45186810,HO,P,X,,12080 Oneal Fords Apt. 337,,,,South David,LA,75311,McLean,13.0
1C,45186811,HO,P,X,,37573 James Inlet Suite 279,,,,South Brianbury,MN,54672,Champaign,15.0
1C,45186812,HO,P,X,,6513 Medina Passage,,,,DPO AP 45909,WI,29051,Champaign,15.0
1C,45186814,HO,P,X,,60515 Johnson Vista Apt. 340,,,,FPO AE 35337,CO,8679,Champaign,13.0
1C,45186815,HO,P,X,,618 Monica Wells,PO Box 494,,,Davidton,SD,46356,Iroquois,16.0
1C,45186816,HO,P,X,,213 James Islands,,,,Lake Nicoleville,VT,72985,Kendall,11.0
1C,45186817,HO,P,X,,"PSC 0565, Box 2001",,,,West Stephen,MA,1705,McLean,18.0
1C,45186818,HO,P,X,,91207 Perez Plains Suite 924,,,,Lake Lukeville,SD,96562,Champaign,13.0
1C,45186819,HO,P,X,,192 Mendoza Street,,,,FPO AE 47918,NH,64915,Champaign,13.0
1C,45186820,HO,P,X,,48740 Craig Run,,,,South Shannonburgh,MS,28920,Champaign,13.0
1C,45186824,HO,P,X,,36285 Matthew Gateway Suite 334,,,,Alexanderport,UT,96959,Champaign,13.0
1C,45186825,HO,P,X,,98544 Patterson Manors,,,,New Troymouth,NH,45690,Shelby,15.0
1C,45186826,HO,P,X,,12540 Mcguire Plaza Apt. 596,,,,North Meganview,ND,60632,Champaign,13.0
1C,45186828,HO,P,X,,873 Jerome Prairie Apt. 177,,,,Benjaminfort,NJ,9155,Champaign,13.0
1C,45186829,HO,P,X,,48013 Brady Lodge,,,,West Karenside,DC,18537,,
1C,45186830,HO,P,X,,84291 Wanda Way,,,,Port Jonathanfurt,TX,52243,Vermilion,15.0
1C,45186831,HO,P,X,,742 Daniel Drive Apt. 143,,,,DPO AP 80569,IA,56699,Champaign,15.0
1C,45186832,HO,P,X,,305 Renee Freeway,,,,New Meganfurt,IL,64351,Champaign,15.0
1C,45186833,HO,P,X,,3322 Thomas Street Suite 384,,,,Danielburgh,CA,44726,Champaign,13.0
1C,45186834,HO,P,X,,24526 Pearson Rest,,,,West Shannonfort,NV,63785,,
1C,45186835,HO,P,X,,2368 Hanson Pines Suite 193,,,,New Christineside,WA,21461,Champaign,15.0
1C,45186836,HO,P,X,,35641 Patrick Plaza,,,,Suttonfort,NC,92346,Champaign,15.0
1C,45186837,HO,P,X,,8195 Clark Burg,,,,Schmidtville,IA,66551,Gwinnett,4.0
1C,45186838,HO,P,X,,11197 Costa Light,,,,DPO AA 54792,FL,9064,Champaign,13.0
1C,45186839,HO,P,X,,334 Hicks Valleys Apt. 871,,,,East Nicoleside,WA,86334,Champaign,13.0
1C,45186840,HO,P,X,,Unit 6060 Box 2913,,,,Port Martin,MT,32260,McLean,18.0
1C,45186841,HO,P,X,,7307 Jennifer Street,,,,Karenton,IL,78021,Champaign,13.0
1C,45186842,HO,P,X,,251 Samuel Stravenue,,,,Lake Heatherborough,OH,52391,Champaign,13.0
1C,45186843,HO,P,X,,Unit 7766 Box 2597,,,,New Michele,LA,10874,Bernalillo,1.0
1C,45186844,HO,P,X,,7348 Miller Gateway,,,,West Jeff,TN,73426,Champaign,13.0
1C,45186845,HO,P,X,,29467 Gregory Square Suite 307,,,,Johntown,OK,62367,Vermilion,15.0
1C,45186846,HO,P,X,,90232 David Land,,,,Williamsfurt,AZ,64275,Champaign,13.0
1C,45186847,HO,P,X,,687 Bass Parkways Apt. 684,,,,Lewiston,IL,85788,Champaign,13.0
1C,45186848,HO,P,X,,14227 Elizabeth Land Apt. 853,,,,West Josephport,LA,4271,Champaign,13.0
1C,45186849,HO,P,X,,03332 Eric Tunnel,,,,West Nataliefort,WY,71989,Honolulu,1.0
1C,45186851,HO,P,X,,775 Calvin Island Suite 728,,,,East Patrick,IN,3404,Livingston,16.0
1C,45186852,HO,P,X,,2846 Smith Summit,,,,Reyesland,SD,44063,Dupage,8.0
1C,45186853,HO,P,X,,614 Jeffery Spring Apt. 605,,,,South Abigailhaven,ME,21824,Vermilion,15.0
1C,45186854,HO,P,X,,464 Bowers Stream,,,,Vanceport,CT,61837,Cumberland,15.0
1C,45186855,HO,P,X,,0168 Douglas Path Apt. 684,,,,South Lindaland,SD,52495,Champaign,13.0
1C,45186856,HO,P,X,,35100 Sexton Creek Suite 374,,,,South Jenniferchester,WV,41375,Champaign,13.0
1C,45186857,HO,P,X,,33006 Roberts Streets Suite 316,,,,Port Russell,OR,36894,Champaign,13.0
1C,45186858,HO,P,X,,715 Cisneros Prairie,,,,Montgomeryhaven,KS,98558,Ford,15.0
1C,45186859,HO,P,X,,4698 Waller Harbor,,,,Johnsonburgh,NE,64380,,
1C,45186860,HO,P,X,,637 Kane Mall Apt. 635,,,,DPO AP 86607,PA,71862,Champaign,15.0
1C,45186861,HO,P,X,,9095 Andrew Mall,,,,APO AE 57277,CA,52312,Champaign,13.0
1C,45186862,HO,P,X,,9404 Mills Vista,,,,East Janice,OR,6424,Champaign,13.0
1C,45186863,HO,P,X,,26004 Victoria Extensions Suite 510,,,,Youngland,IA,53528,Champaign,13.0
1C,45186865,HO,P,X,,9342 Karen Key Suite 722,,,,DPO AP 52056,MO,27933,McLean,18.0
1C,45186866,HO,P,X,,5950 Tammy Roads Suite 383,,,,Christophershire,IN,17484,,
1C,45186867,HO,P,X,,10302 Heath Ridge,,,,APO AA 97628,FL,62582,Champaign,13.0
1C,45186868,HO,P,X,,034 Rich Parkway Suite 439,,,,West Michaeltown,DE,17486,Champaign,13.0
1C,45186869,HO,P,X,,4191 Danny Parks Suite 965,,,,South Anita,OK,33471,McLean,13.0
1C,45186871,HO,P,X,,7550 William Green Suite 480,,,,Maddoxfort,NM,6278,Coles,15.0
1C,45186872,HO,P,X,,5867 James Highway,,,,DPO AE 62288,KY,36215,Coles,15.0
1C,45186873,HO,P,X,,705 Jordan Road,,,,East Christopher,NC,89522,Will,14.0
1C,45186874,HO,P,X,,416 Rebecca Burgs,,,,Luiston,UT,57601,Moultrie,15.0
1C,45186876,HO,P,X,,80098 Gilbert Cliff Apt. 212,,,,Jasonstad,TN,14781,Champaign,13.0
1C,45186877,HO,P,X,,71775 James Place Suite 230,,,,Amandaport,IL,20921,Champaign,15.0
1C,45186878,HO,P,X,,137 Adrian Fall Suite 958,,,,Kellyborough,MT,28865,Broward,22.0
1C,45186879,HO,P,X,,106 Brown Parkways,,,,Alexanderview,DE,35914,McLean,13.0
1C,45186880,HO,P,X,,2654 Jacqueline Plaza Apt. 138,,,,Lake Kellyview,AZ,14538,Champaign,13.0
1C,45186882,HO,P,X,,4645 Jones Radial Suite 593,,,,East Richard,HI,99273,Madison,15.0
1C,45186883,HO,P,X,,082 Thomas Crossroad Suite 926,,,,East Tonyaberg,OK,65712,McLean,18.0
1C,45186884,HO,P,X,,7883 Andrea Divide,,,,Bishopfort,NE,84098,Champaign,13.0
1C,45186888,HO,P,X,,6680 Denise Rapids Suite 698,,,,DPO AE 22109,IL,68806,,
1C,45186889,HO,P,X,,20153 Megan Lakes,,,,Jamesbury,GA,6110,Champaign,13.0
1C,45186890,HO,P,X,,4190 Scott Glens Apt. 866,,,,Taylorview,MS,2534,Champaign,15.0
1C,45186892,HO,P,X,,83325 Jones Streets Apt. 559,,,,Yorkborough,RI,58809,,
1C,45186895,HO,P,X,,USNV Osborne,,,,APO AP 07372,TX,53212,Champaign,13.0
1C,45186896,HO,P,X,,924 Lang Grove Suite 501,,,,DPO AA 08646,MT,1435,,
1C,45186897,HO,P,X,,14466 Moses Alley Apt. 494,,,,North Gilbert,GA,41497,Washington,1.0
1C,45186901,HO,P,X,,0299 Mitchell Rapids,,,,FPO AE 39924,MN,48731,Vermilion,15.0
1C,45186902,HO,P,X,,1468 Chase Forge,,,,Huangberg,SC,70083,Sangamon,13.0
1C,45194115,HO,P,X,,65351 Abigail Burg Suite 092,,,,Sparkston,LA,5225,Coles,15.0
1C,45194993,HO,P,X,,59798 Tanner Crest Suite 281,,,,Priceborough,ID,66926,Crawford,15.0
1C,45194994,HO,P,X,,251 Hernandez Inlet,,,,DPO AA 08160,MN,53450,Crawford,15.0
1C,45195396,HO,P,X,,9978 Ernest Road,,,,North Tammy,MT,67049,Cumberland,15.0
1C,45197166,HO,P,X,,8549 Fisher Harbor Suite 515,,,,Shortfurt,NC,92733,Dewitt,13.0
1C,45197169,HO,P,X,,441 Steven Point,,,,East Pamela,KS,37564,Dewitt,13.0
1C,45197958,HO,P,X,,49884 Ann Path Apt. 257,,,,Darrenside,VA,37269,,
1C,45198256,HO,P,X,,1258 Paul Lane Apt. 625,,,,West Michael,PA,95619,Douglas,15.0
1C,45198322,HO,P,X,,35296 Macdonald Key,,,,West Jamesmouth,IA,61509,,
1C,45198411,HO,P,X,,Unit 1155 Box 1600,,,,North Kellyshire,OH,87069,Douglas,15.0
1C,45198573,HO,S,X,,83443 Tara Curve Apt. 343,,,,Ericfort,IA,28372,Douglas,15.0
1C,45198573,BU,S,,,896 Suzanne Turnpike Apt. 553,,,,Hebertport,NY,53831,,
1C,45198573,OT,S,,,74400 Donald Forges,,,,Hawkinsmouth,IN,73480,,
1C,45198643,HO,P,X,,91276 Tina Parkway Apt. 369,,,,Charleschester,TX,11266,Douglas,15.0
1C,45198893,HO,P,X,,459 Antonio Shoal Apt. 088,,,,Charlesside,MT,38209,Douglas,15.0
1C,45198894,HO,P,X,,Unit 9265 Box 5500,,,,Kristastad,IL,16608,Douglas,15.0
1C,45198905,HO,P,X,,58992 Collins Freeway,,,,Richardton,ND,50588,Douglas,15.0
1C,45199359,HO,P,X,,6034 Austin Brook,,,,Crawfordborough,WY,60524,,
1C,45199360,HO,P,X,,8834 Mueller Square Suite 331,,,,Markfort,NM,48439,Dewitt,13.0
1C,45200718,HO,P,X,,"PSC 4047, Box 7026",,,,Port Courtney,OH,22766,Douglas,15.0
1C,45201210,HO,P,X,,713 Rhonda Crossing Suite 975,,,,South Michelleside,MN,22172,Edwards,15.0
1C,45203473,HO,S,X,,730 Jeffrey Trace,,,,East Tamarastad,PA,24750,McLean,13.0
1C,45203473,BU,S,,,2528 Gilbert Groves Apt. 578,,,,Fullershire,NM,81873,McLean,13.0
1C,45206511,HO,P,X,,040 Cooper Expressway Suite 550,,,,Rodriguezville,KS,79244,Champaign,13.0
1C,45209986,HO,P,X,,55576 Glen Walks Apt. 746,,,,APO AP 75932,MD,83793,McLean,18.0
1C,45210310,HO,P,X,,226 Lori Junction Suite 493,,,,West Jefftown,NE,52814,McLean,18.0
1C,45211089,HO,P,X,,1534 Joshua Mountains,,,,Lake Seanland,MI,67091,McLean,18.0
1C,45211448,HO,P,X,,9984 Mason Mall,,,,Proctorton,ND,25880,McLean,18.0
1C,45214819,HO,P,X,,USS Flores,,,,Walkerhaven,NM,12966,Moultrie,15.0
1C,45216429,HO,P,X,,375 Powell Mission,,,,FPO AA 69369,DC,43324,Piatt,13.0
1C,45217131,HO,P,X,,7784 Linda Oval,,,,Lake Jennifer,MD,59822,Saline,15.0
1C,45217186,HO,P,X,,06295 Christopher Junctions,,,,South Annettemouth,GA,54038,Saline,15.0
1C,45221489,HO,P,X,,Unit 9515 Box 3006,,,,DPO AA 80186,GA,86525,Wabash,15.0
1C,45221507,HO,P,X,,7072 Clark Ramp Suite 493,,,,Diazborough,CT,17851,Wabash,15.0
1C,45221570,HO,P,X,,8020 Frazier Green Apt. 314,,,,West Karaland,PA,63850,Wabash,15.0
1C,45221571,HO,P,X,,41844 Angel Trail,,,,Lake Catherinetown,AL,85024,Wabash,15.0
1C,45221610,HO,P,X,,795 Brown Extension,,,,South Monicamouth,WY,15803,Wabash,15.0
1C,45221673,HO,P,X,,5749 Williams Shores,,,,Martinezview,MT,84391,Wabash,15.0
1C,45221674,HO,P,X,,196 Elizabeth Gateway Suite 825,,,,Chelseyfort,RI,35266,Wabash,15.0
1C,45221821,HO,P,X,,6936 Randy Station Apt. 341,,,,Tonyland,ID,13144,Wabash,15.0
1C,45221948,HO,P,X,,082 Gibson Forge Suite 194,,,,Markbury,CA,22178,Wabash,15.0
1C,45221962,HO,P,X,,3551 Gonzales Squares,,,,Tracymouth,ID,24191,Wabash,15.0
1C,45222042,HO,P,X,,USS Solis,,,,East Danielle,NE,36792,Wabash,15.0
1C,45222046,HO,P,X,,801 Pittman Coves Apt. 845,,,,Jorgestad,IN,27573,Wabash,15.0
1C,45222047,HO,P,X,,597 Ashley Orchard Suite 523,,,,Christineberg,MT,68655,Wabash,15.0
1C,45222077,HO,P,X,,5139 Nolan Springs,,,,East Cassandraport,NC,78656,Wabash,15.0
1C,45222079,HO,P,X,,88027 Christie Mill,,,,Edwardport,SD,82253,Wabash,15.0
1C,45222090,HO,P,X,,440 Alan Mountains,,,,Priceport,ND,43927,Wabash,15.0
1C,45222094,HO,P,X,,86754 Scott Shoal Apt. 574,,,,Davidfurt,VA,16138,Wabash,15.0
1C,45222099,HO,P,X,,188 Parker Squares Suite 109,,,,Richardport,MO,93199,Wabash,15.0
1C,45222198,HO,P,X,,367 Shelby Junctions Suite 150,,,,South Royborough,ME,21540,Fairfax,11.0
1C,45222199,HO,P,X,,68766 Chambers Hills Apt. 782,,,,South Cathystad,CO,74526,Champaign,13.0
1C,45222201,HO,P,X,,641 Nichols Course Apt. 998,,,,Jefffurt,MO,31848,McLean,18.0
1C,45222204,HO,P,X,,79096 Mason Roads,,,,New Troy,MO,3228,McLean,13.0
1C,45222205,HO,P,X,,456 Stacy Vista,,,,South Robert,RI,34778,McLean,13.0
1C,45222206,HO,P,X,,273 Jones Dam Suite 950,,,,South Tony,NH,39085,Livingston,16.0
1C,45222207,HO,P,X,,9569 Johnson Tunnel Apt. 742,PO Box 1098,,,Blevinsmouth,DC,60701,Champaign,15.0
1C,45222209,HO,S,X,,66230 Rubio Grove Apt. 753,,,,Tamihaven,MI,55449,McLean,18.0
1C,45222209,BU,S,,,825 Kathy Hollow Suite 636,,,,Lake Marissaburgh,MT,67429,,
1C,45222209,OT,S,,,Unit 5432 Box 4529,,,,APO AE 90687,GA,78033,,
1C,45222210,HO,P,X,,0945 Heather Oval Apt. 841,,,,Coffeystad,VT,34154,,18.0
