Record Type,Constituent ID,Individual Type,Prefix,First Name,Middle Name,Last Name,Suffix,Appellation,Salutation,Date of Birth,No Mail Flag,Deceased Flag
1A,44181945,CS,Mrs.,Dorothy,Garret,Lee,,,Mrs. Lee,19061016.0,,
1A,44181947,CS,Mrs.,Warren,Barbara,Rader,Jr.,,Mrs. Rader,19200606.0,,
1A,44181950,CS,Ms.,Monica,R.,Velis,,,Ms. Velis,19130702.0,,
1A,44181954,CS,Ms.,Sherry, ,Mathis,,,Ms. Mathis,20050102.0,,
1A,44181955,CS,Ms.,Sebastian,G.,Abbott,,,Ms. Abbott,19011010.0,,
1A,44181956,CS,Mr.,Nancee, ,Sexton,,,Mr. Sexton,19610503.0,,
1A,44181957,CS,Mr.,Robert,F.,Brower,,,Mr. Brower,19700408.0,,
1A,44181959,CS,Mr.,Janet,L.,Whish,,,Mr. Whish,19490517.0,,
1A,44181960,CS,Mr.,Johnny,J.,Hardison,,,Mr. Hardison,19811125.0,,
1A,44181963,CS,Ms.,Brandon,Dawn,Silva,,,Ms. Silva,,,
1A,44181974,CS,Mrs.,Chris,J.,Franks,,,Mrs. Franks,,,
1A,44181975,CS,Ms.,Claudia, ,Keith,,,Ms. Keith,19980814.0,,
1A,44181982,CS,Ms.,Gary,Mary,Franty,,,Ms. Franty,19871115.0,,
1A,44181995,CS,Mrs.,Annetta,M.,Patrick,,,Mrs. Patrick,,,
1A,44181997,CS,Mr.,Amanda,S.,Holmes,,,Mr. Holmes,19341106.0,,
1A,44182012,CS,Mrs.,Shirley,T.,Diaz,,,Mrs. Diaz,,,
1A,44182015,CS,Ms.,Arthur,M.,Nichols,,,Ms. Nichols,19730503.0,,
1A,44182030,CS,Mr.,Nancy,E.,Roddy,,,Mr. Roddy,19480330.0,,
1A,44238530,CS,Ms.,Floyd, ,Smith,,,Ms. Smith,19081117.0,,
1A,44182037,CS,Mrs.,John,Ronald,Allison,,,Mrs. Allison,20040904.0,,
1A,44182051,CS,Mr.,Jose,Reginald,Cullars,,,Mr. Cullars,,,
1A,44182075,CS,Mrs.,Marion,W.,Sandoval,,,Mrs. Sandoval,19270302.0,,
1A,44182080,CS,Mr.,Norman,O.,Mcclendon,,,Mr. Mcclendon,19370728.0,,
1A,44182084,CS,Mrs.,Marcia,Michael,Dowell,,,Mrs. Dowell,19870917.0,,
1A,44182087,CS,Ms.,Susan,Nancy,Lee,,,Ms. Lee,19160722.0,,
1A,44182088,CS,Mr.,Warren,A.,Ruse,,,Mr. Ruse,19620923.0,,
1A,44182093,CS,Ms.,Katherine,B.,Lopez,,,Ms. Lopez,19350225.0,,
1A,44182094,CS,Ms.,Joyce, ,Sellers,,,Ms. Sellers,19840226.0,,
1A,44182297,CS,Ms.,Judy,Brian,Greer,,,Ms. Greer,,,
1A,44182330,CS,Ms.,Mary,Todd,Davis,,,Ms. Davis,,,
1A,44182382,CS,Mr.,Oliver,M.,Hood,,,Mr. Hood,,,
1A,44182386,CS,Mr.,Robert, ,Weston,JR,,Mr. Weston,19290915.0,,
1A,44182445,CS,Mr.,Kirstin,Sandra,Dipiano,,,Mr. Dipiano,19360716.0,,
1A,44182491,CS,Mr.,Alysia, ,Schultz,,,Mr. Schultz,19441229.0,,
1A,44182787,CS,Mrs.,Joseph, ,Bailey,,,Mrs. Bailey,19751219.0,,
1A,44182870,CS,Ms.,Frances, ,Quarles,,,Ms. Quarles,19790511.0,,
1A,44182943,CS,Mrs.,Jerry,A.,Smith,,,Mrs. Smith,19670320.0,,
1A,44182971,CS,Mr.,Alisa,Kristy,Turner,,,Mr. Turner,19830421.0,,
1A,44182974,CS,Mr.,Robert,G.,Hall,,,Mr. Hall,19350406.0,,
1A,44183239,CS,Mrs.,Jose,E.,Hall,,,Mrs. Hall,19490813.0,,
1A,44183397,CS,Mr.,Gwendolyn,K.,Adam,PE,,Mr. Adam,19740728.0,,
1A,44183452,CS,Mrs.,Regina,R.,Munoz,,,Mrs. Munoz,19100704.0,,
1A,44183572,CS,Ms.,Daniel,R.,Morger,,,Ms. Morger,19200114.0,,
1A,44183606,CS,Mrs.,Heidi, ,Wilson,,,Mrs. Wilson,,,
1A,44183712,CS,Mr.,Francis,D.,Falconio,,,Mr. Falconio,19470826.0,,
1A,44183911,CS,Mr.,Barbara,M.,Fletcher,,,Mr. Fletcher,19240801.0,,
1A,44183966,CS,Mrs.,Scott, ,Wilhite,,,Mrs. Wilhite,19320304.0,,
1A,44184222,CS,Mr.,Carmen,S.,Schulle,,,Mr. Schulle,19750331.0,,
1A,44186770,CS,Mr.,Marge,K.,Archut,,,Mr. Archut,19050104.0,,
1A,44187640,CS,Ms.,Joseph,D.,Bender,,,Ms. Bender,19020410.0,,
1A,44188149,CS,Mr.,Sherita,K.,Guyton,,,Mr. Guyton,19960310.0,,
1A,44188686,CS,Mrs.,Avery,E.,Boudreaux,,,Mrs. Boudreaux,19020221.0,,
1A,44189493,CS,Mrs.,Lillian,A.,Hollins,,,Mrs. Hollins,,,
1A,44194222,CS,Mrs.,Ernestine,Julia,Medez,,,Mrs. Medez,,,
1A,44194913,CS,Mr.,Paula, ,Smith,,,Mr. Smith,19830522.0,,
1A,44196626,CS,Mrs.,Bruce,A.,Birkland,,,Mrs. Birkland,,,
1A,44199901,CS,Mr.,Glen, ,Snyder,,,Mr. Snyder,19880825.0,,
1A,44207093,CS,Ms.,Zachary, ,Gibson,,,Ms. Gibson,,,
1A,44207125,CS,Ms.,Charles,C.,Himmel,,,Ms. Himmel,19890322.0,,
1A,44211841,CS,Mrs.,Renee,J.,Roberts,,,Mrs. Roberts,19210326.0,,
1A,44212467,CS,Mrs.,Steven, ,Mayfield,,,Mrs. Mayfield,,,
1A,44223809,CS,Ms.,Noel, ,Furtado,,,Ms. Furtado,19661101.0,,
1A,44224312,CS,Mrs.,Dorothy,T.,Canclini,,,Mrs. Canclini,,,
1A,44224744,CS,Mr.,Betty,Lorraine,Brotherton,,,Mr. Brotherton,19750313.0,,
1A,44230997,CS,Ms.,Cecil,Rafael,Oneill,,,Ms. Oneill,,,
1A,44232033,CS,Mr.,Laura,S.,Radaker,,,Mr. Radaker,20030501.0,,
1A,44236962,CS,Mrs.,Sherri,Jeremy,Lucas,,,Mrs. Lucas,19790516.0,,
1A,44237693,CS,Mrs.,Edith,S.,Davis,,,Mrs. Davis,,,
1A,44237790,CS,Mr.,Anthony,Brenda,Donaldson,,,Mr. Donaldson,20080527.0,,
1A,44237808,CS,Mr.,Margaret,J.,Acker,,,Mr. Acker,19141018.0,,
1A,44237828,CS,Ms.,Mattie,K.,Miller,,,Ms. Miller,,,
1A,44237863,CS,Mrs.,Patricia, ,Rodgers,,,Mrs. Rodgers,19360913.0,,
1A,44237987,CS,Mrs.,Rebecca, ,Sanders,,,Mrs. Sanders,19940110.0,,
1A,44237998,CS,Ms.,Wonda,B.,Boston,,,Ms. Boston,19441207.0,,
1A,44238014,CS,Mrs.,Tiana,N.,Searchwell,,,Mrs. Searchwell,19380829.0,,
1A,44238021,CS,Mrs.,Theresa,Everett,Proffitt,,,Mrs. Proffitt,19460806.0,,
1A,44238024,CS,Mr.,Marty,Jennifer,Pettit,,,Mr. Pettit,,,
1A,44238026,CS,Mr.,James,Elroy,Huntley,,,Mr. Huntley,19020631.0,,
1A,44238049,CS,Mrs.,Judith, ,Webb,,,Mrs. Webb,,,
1A,44238053,CS,Mrs.,Mark,W.,Cox,,,Mrs. Cox,19830103.0,,
1A,44238057,CS,Mrs.,Mattie,S.,Salinas,,,Mrs. Salinas,19420911.0,,
1A,44238059,CS,Mr.,Katherine,A.,Kline,,,Mr. Kline,19590505.0,,
1A,44238076,CS,Mr.,Patricia,Gerald,Butler,,,Mr. Butler,19560301.0,,
1A,44238089,CS,Ms.,Stacey,R.,Nelson,,,Ms. Nelson,19560731.0,,
1A,44238099,CS,Mrs.,Deandre,A.,Deloye,,,Mrs. Deloye,,,
1A,44238110,CS,Mr.,Monica,G.,Hill,,,Mr. Hill,19980424.0,,
1A,44238157,CS,Mrs.,Larry,M.,Kartchner,,,Mrs. Kartchner,19180717.0,,
1A,44238169,CS,Mrs.,Rob,M.,Craig,,,Mrs. Craig,19930330.0,,
1A,44238193,CS,Mr.,Marsha,N.,Castillo,,,Mr. Castillo,,,
1A,44238279,CS,Ms.,Eric,L.,Riggs,,,Ms. Riggs,19821001.0,,
1A,44238322,CS,Mr.,Albert,J.,Lacey,,,Mr. Lacey,19771203.0,,
1A,44238333,CS,Mr.,Robert, ,Gray,,,Mr. Gray,20071222.0,,
1A,44238374,CS,Mrs.,Thomas,T.,Schultz,,,Mrs. Schultz,,,
1A,44238439,CS,Mr.,Jessie,David,Grant,III,,Mr. Grant,19081130.0,,
1A,44238461,CS,Ms.,Barbara,T.,Wilson,,,Ms. Wilson,19580518.0,,
1A,44238567,CS,Mr.,Kanisha, ,Medley,,,Mr. Medley,19150620.0,,
1A,44238570,CS,Ms.,Diana,F.,Walker,,,Ms. Walker,19410125.0,,
1A,44238604,CS,Mrs.,Donald,Andrew,Reed,,,Mrs. Reed,19670202.0,,
1A,44238647,CS,Mrs.,Robert,Mary,Bandy,,,Mrs. Bandy,,,
1A,44238649,CS,Ms.,Victoria,Daniel,Williams,,,Ms. Williams,,,
1A,44238667,CS,Ms.,Justin,M.,Noe,,,Ms. Noe,19610503.0,,
1A,44238698,CS,Mr.,Jeremy,Leopoldo,Robertson,,,Mr. Robertson,,,
1A,44238736,CS,Mr.,Karen, ,Mccormick,,,Mr. Mccormick,19180930.0,,
1A,44238750,CS,Mrs.,Christopher, ,Theriot,,,Mrs. Theriot,19340926.0,,
1A,44238761,CS,Mrs.,Renee,R.,Morales,,,Mrs. Morales,19200306.0,,
1A,44238778,CS,Ms.,Theodore,B.,Hall,,,Ms. Hall,19070916.0,,
1A,44238793,CS,Ms.,Michael,M.,Moye,,,Ms. Moye,20061019.0,,
1A,44238808,CS,Ms.,Norman,Bernard,Cupples,,,Ms. Cupples,19831217.0,,
1A,44238826,CS,Mrs.,Joseph, ,Brehaut,,,Mrs. Brehaut,19201221.0,,
1A,44238845,CS,Mr.,William,R.,King,,,Mr. King,19930929.0,,
1A,44238891,CS,Ms.,Jimmy, ,Dietz,,,Ms. Dietz,19270709.0,,
1A,44238924,CS,Ms.,Mary,Nicole,Schoeneck,,,Ms. Schoeneck,19720527.0,,
1A,44238974,CS,Ms.,Carolyn,A.,Moradian,,,Ms. Moradian,19861105.0,,
1A,44239021,CS,Mrs.,Victor, ,Weatherwax,,,Mrs. Weatherwax,19090702.0,,
1A,44239056,CS,Mrs.,Tanya,B.,Mackey,,,Mrs. Mackey,19430406.0,,
1A,44239068,CS,Mrs.,Stephen,L.,Pearson,,,Mrs. Pearson,,,
1A,44239098,CS,Mr.,Charles,J.,Shull,,,Mr. Shull,19580430.0,,
1A,44239116,CS,Ms.,Jerry, ,Vivian,,,Ms. Vivian,19941124.0,,
1A,44239173,CS,Mrs.,Christopher,A.,Aikman,,,Mrs. Aikman,,,
1A,44239217,CS,Ms.,Jan,A.,Evans,,,Ms. Evans,19980702.0,,
1A,44239254,CS,Ms.,Joshua,D.,Heald,,,Ms. Heald,19231103.0,,
1A,44239256,CS,Mr.,Alexander,Mary,Weinberg,,,Mr. Weinberg,,,
1A,44239268,CS,Mrs.,Rosalie,C.,Wingfield,,,Mrs. Wingfield,19961005.0,,
1A,44239334,CS,Ms.,Sean,B.,Johnston,,,Ms. Johnston,19490531.0,,
1A,44239343,CS,Mrs.,Bernard,W.,Pocius,,,Mrs. Pocius,19761226.0,,
1A,44239376,CS,Mr.,Edward,L.,Walker,,,Mr. Walker,,,
1A,44239432,CS,Mr.,Paul, ,Hahn,,,Mr. Hahn,19261007.0,,
1A,44239458,CS,Mr.,Jason,A.,Curnow,,,Mr. Curnow,,,
1A,44239580,CS,Mrs.,Richard, ,Phillips,,,Mrs. Phillips,19231118.0,,
1A,44239588,CS,Mr.,Harold,T.,Hottel,,,Mr. Hottel,19610807.0,,
1A,44239603,CS,Ms.,Ralph, ,Sena,,,Ms. Sena,19270423.0,,
1A,44239668,CS,Mrs.,Kim,Mary,Burke,,,Mrs. Burke,19600801.0,,
1A,44239674,CS,Mr.,Bennie,D.,Lunn,,,Mr. Lunn,19050607.0,,
1A,44239688,CS,Mrs.,Joyce,P.,Madden,,,Mrs. Madden,19530326.0,,
1A,44239766,CS,Mr.,Tameka,T.,Sutton,,,Mr. Sutton,19170214.0,,
1A,44239779,CS,Mrs.,Shawnda,N.,Ryan,,,Mrs. Ryan,19991112.0,,
1A,44239781,CS,Ms.,Gloria,Sandra,Villanova,,,Ms. Villanova,,,
1A,44239815,CS,Mr.,Lisa,J.,Luna,,,Mr. Luna,19080711.0,,
1A,44239832,CS,Mrs.,Victor,J.,Fuller,,,Mrs. Fuller,19760407.0,,
1A,44239860,CS,Ms.,Antonio,E.,Patrick,,,Ms. Patrick,19030910.0,,
1A,44239940,CS,Mr.,Michael,C.,Mozak,,,Mr. Mozak,19800505.0,,
1A,44239949,CS,Mr.,Angela,D.,Mccord,,,Mr. Mccord,19701212.0,,
1A,44239966,CS,Mr.,Jennifer,S.,Thompson,,,Mr. Thompson,19571116.0,,
1A,44240005,CS,Mr.,Dorothy,P.,Sayers,,,Mr. Sayers,,,
1A,44240085,CS,Mr.,Minnie,M.,Adelstein,,,Mr. Adelstein,19160814.0,,
1A,44240086,CS,Mrs.,Freddie, ,Carter,,,Mrs. Carter,19090107.0,,
1A,44240168,CS,Ms.,James,C.,Edwards,,,Ms. Edwards,,,
1A,44240210,CS,Ms.,Hope,Mary,Horr,,,Ms. Horr,19300223.0,,
1A,44240237,CS,Mrs.,Bernadette,M.,Boehme,,,Mrs. Boehme,19891130.0,,
1A,44240261,CS,Mr.,Mary,C.,Oquendo,,,Mr. Oquendo,19850624.0,,
1A,44240263,CS,Mrs.,Joseph,S.,Rucker,,,Mrs. Rucker,19470230.0,,
1A,44240292,CS,Mrs.,Florence,K.,Hauger,,,Mrs. Hauger,19881010.0,,
1A,44240295,CS,Mrs.,Christopher,Viviana,Ott,,,Mrs. Ott,20061207.0,,
1A,44240306,CS,Ms.,Betty,R.,Taylor,,,Ms. Taylor,,,
1A,44240375,CS,Mr.,Meghan,R.,Wade,,,Mr. Wade,19760828.0,,
1A,44240391,CS,Mr.,Amy,Ashley,Baca,,,Mr. Baca,19870202.0,,
1A,44240412,CS,Mr.,Sharon,R.,Mahon,,,Mr. Mahon,19280223.0,,
1A,44240430,CS,Ms.,Addie,P.,Butler,,,Ms. Butler,19140612.0,,
1A,44240516,CS,Mrs.,Lauren,S.,Johnson,,,Mrs. Johnson,19400506.0,,
1A,44240598,CS,Ms.,Louise,C.,Chapman,,,Ms. Chapman,19291131.0,,
1A,44240600,CS,Ms.,Aaron,Dwight,Collins,,,Ms. Collins,19870902.0,,
1A,44240689,CS,Mr.,Byron, ,Doggett,,,Mr. Doggett,19210730.0,,
1A,44240694,CS,Mr.,Genevieve, ,Comnick,,,Mr. Comnick,19801225.0,,
1A,44240712,CS,Mr.,Linda, ,Guy,,,Mr. Guy,,,
1A,44240739,CS,Mr.,Gloria,A.,Banks,,,Mr. Banks,19180316.0,,
1A,44240753,CS,Ms.,Nancy, ,Cartwright,,,Ms. Cartwright,19410112.0,,
1A,44240801,CS,Mrs.,Charles,A.,Lyons,,,Mrs. Lyons,19071120.0,,
1A,44240804,CS,Mr.,Edwin,J.,Schuyler,Jr.,,Mr. Schuyler,19350827.0,,
1A,44240874,CS,Ms.,Pamela,A.,Rosario,,,Ms. Rosario,19001124.0,,
1A,44241054,CS,Ms.,Doretha,B.,Barahona,,,Ms. Barahona,19620313.0,,
1A,44241292,CS,Mrs.,Robert,J.,Miller,,,Mrs. Miller,19111003.0,,
1A,44241307,CS,Mrs.,Cheryl,J.,Werre,,,Mrs. Werre,20060116.0,,
1A,44241312,CS,Mrs.,Ronald,B.,Jules,,,Mrs. Jules,19190519.0,,
1A,44241328,CS,Mr.,Mary,C.,Willis,,,Mr. Willis,19591012.0,,
1A,44241428,CS,Ms.,Amanda,K.,Meador,,,Ms. Meador,19491117.0,,
1A,44241444,CS,Ms.,Linwood,P.,Hamrick,Jr.,,Ms. Hamrick,19130422.0,,
1A,44241474,CS,Ms.,Clemencia,E.,Estrada,,,Ms. Estrada,19700326.0,,
1A,44241495,CS,Mr.,Gracia, ,Bishop,,,Mr. Bishop,19730510.0,,
1A,44241517,CS,Mr.,Sylvia,H.,Noel,,,Mr. Noel,20070404.0,,
1A,44241539,CS,Ms.,Robert, ,Moore,,,Ms. Moore,,,
1A,44241548,CS,Ms.,Ellie,Christa,From,,,Ms. From,19780621.0,,
1A,44241574,CS,Mrs.,Iris,Christine,Roller,,,Mrs. Roller,,,
1A,44241594,CS,Mr.,Bernard,B.,Howell,,,Mr. Howell,19111124.0,,
1A,44241596,CS,Ms.,Dennis,K.,Burchfield,,,Ms. Burchfield,19530916.0,,
1A,44241603,CS,Ms.,Ryan, ,Whistler,,,Ms. Whistler,,,
1A,44241700,CS,Mr.,Terry,S.,Gadison,,,Mr. Gadison,,,
1A,44241709,CS,Ms.,Duane, ,Kimmel,,,Ms. Kimmel,19340914.0,,
1A,44241742,CS,Mr.,Deborah,K.,Marcano,,,Mr. Marcano,19081212.0,,
1A,44241786,CS,Mr.,Daniel,P.,Higdon,,,Mr. Higdon,19420123.0,,
1A,44241791,CS,Mrs.,John,C.,Gifford,,,Mrs. Gifford,19030226.0,,
1A,44241832,CS,Mr.,Amber,J.,Castro,,,Mr. Castro,19310830.0,,
1A,44241874,CS,Mr.,Susan,Anthony,Griffin,,,Mr. Griffin,19250312.0,,
1A,44241908,CS,Mrs.,Manuel,Melinda,Hammonds,,,Mrs. Hammonds,19230918.0,,
1A,44241926,CS,Mr.,Jennifer,B.,Baldwin,,,Mr. Baldwin,19210706.0,,
1A,44241954,CS,Ms.,Jessie,D.,Anderson,,,Ms. Anderson,,,
1A,44242024,CS,Ms.,Marion,R.,Nappi,,,Ms. Nappi,19560921.0,,
1A,44242042,CS,Mrs.,Trudy, ,Peoples,,,Mrs. Peoples,19880910.0,,
1A,44242071,CS,Mrs.,Wanda, ,Friel,,,Mrs. Friel,19570615.0,,
1A,44242084,CS,Mrs.,Geraldine,Ellen,Hagen,,,Mrs. Hagen,19530903.0,,
1A,44242093,CS,Mr.,Ryan,Ronald,Lewis,,,Mr. Lewis,19580503.0,,
1A,44242105,CS,Mr.,Don,James,Bahr,,,Mr. Bahr,,,
1A,44242159,CS,Mrs.,Earl,A.,Nies,,,Mrs. Nies,19001208.0,,
1A,44242206,CS,Mrs.,Mark,S.,Sevy,II,,Mrs. Sevy,19791209.0,,
1A,44242216,CS,Mrs.,David,J.,Marsh,,,Mrs. Marsh,19380405.0,,
1A,44242220,CS,Ms.,Gerald,J.,Lynch,,,Ms. Lynch,,,
1A,44242235,CS,Ms.,Elida,Z.,Moore,,,Ms. Moore,19571214.0,,
1A,44242252,CS,Mrs.,Pauline,J.,Hughes,,,Mrs. Hughes,19010517.0,,
1A,44242255,CS,Ms.,Victor, ,Collett,,,Ms. Collett,19331131.0,,
1A,44242429,CS,Ms.,Johnny,J.,Jernejcic,,,Ms. Jernejcic,,,
1A,44242458,CS,Mr.,Andrew,Mary,Sheets,,,Mr. Sheets,19600203.0,,
1A,44242473,CS,Mrs.,Susan,D.,Edwards,,,Mrs. Edwards,20080122.0,,
1A,44242516,CS,Ms.,Paul,M.,Robinson,,,Ms. Robinson,19520626.0,,
1A,44242618,CS,Ms.,Kathleen,Thomas,Bailey,,,Ms. Bailey,19000529.0,,
1A,44242641,CS,Mr.,Constance,C.,Mcfall,,,Mr. Mcfall,19850927.0,,
1A,44242644,CS,Mr.,Rosa,W.,Durden,,,Mr. Durden,19180928.0,,
1A,44242673,CS,Mr.,Thomas,L.,Myers,,,Mr. Myers,,,
1A,44242684,CS,Mr.,Roy,W.,Reilly,,,Mr. Reilly,20081021.0,,
1A,44242727,CS,Ms.,Robert, ,Kendall,,,Ms. Kendall,19080905.0,,
1A,44242809,CS,Mr.,Emily,G.,Colella,,,Mr. Colella,,,
1A,44242868,CS,Mrs.,Jose,Charles,Duhe,,,Mrs. Duhe,,,
1A,44242882,CS,Ms.,Billy,L.,Guy,,,Ms. Guy,19310810.0,,
1A,44242951,CS,Mr.,Joan,D.,Justice,,,Mr. Justice,19341030.0,,
1A,44242979,CS,Mr.,Ramona,J.,Price,,,Mr. Price,,,
1A,44242994,CS,Ms.,Donald,S.,Gerber,,,Ms. Gerber,19070227.0,,
1A,44243073,CS,Mr.,Leslie,A.,Huang,,,Mr. Huang,,,
1A,44243098,CS,Mrs.,Brenda, ,Jett,,,Mrs. Jett,19970808.0,,
1A,44243213,CS,Ms.,Gerald, ,Mchenry,,,Ms. Mchenry,,,
1A,44243227,CS,Mr.,Ed,C.,Evans,,,Mr. Evans,19390503.0,,
1A,44243252,CS,Mr.,Wendell,P.,Shields,,,Mr. Shields,19071112.0,,
1A,44243364,CS,Ms.,Homer,W.,Esquivez,,,Ms. Esquivez,19350427.0,,
1A,44243384,CS,Mr.,Lisa, ,Harris,,,Mr. Harris,19241120.0,,
1A,44243519,CS,Ms.,Ambrose,L.,Hall,,,Ms. Hall,19670918.0,,
1A,44243596,CS,Mrs.,Leanne, ,Anderson,,,Mrs. Anderson,19530112.0,,
1A,44243613,CS,Mr.,Warren, ,Lutz,,,Mr. Lutz,19011030.0,,
1A,44243801,CS,Mrs.,Velma,Peggy,Lopez,,,Mrs. Lopez,19001229.0,,
1A,44243884,CS,Mrs.,Joyce,B.,Barnhart,,,Mrs. Barnhart,,,
1A,44243934,CS,Mrs.,Claude,M.,Kreidel,,,Mrs. Kreidel,19910422.0,,
1A,44243938,CS,Mrs.,John,L.,White,,,Mrs. White,19470326.0,,
1A,44244023,CS,Mrs.,Michael, ,Faber,,,Mrs. Faber,19580124.0,,
1A,44244114,CS,Ms.,Margaret, ,Corley,,,Ms. Corley,19510304.0,,
1A,44244150,CS,Mr.,Edward,A.,White,,,Mr. White,,,
1A,44244184,CS,Mr.,Henry, ,Gardner,,,Mr. Gardner,19200211.0,,
1A,44244209,CS,Mrs.,Carrie,Pamela,Riley,,,Mrs. Riley,19920712.0,,
1A,44244263,CS,Mr.,Phillip,R.,Schrader,,,Mr. Schrader,19110522.0,,
1A,44244289,CS,Mr.,Louis,Billy,Craghead,,,Mr. Craghead,19300501.0,,
1A,44244342,CS,Ms.,Steven,K.,Mars,,,Ms. Mars,,,
1A,44244359,CS,Mrs.,Oscar,Clarence,Simon,,,Mrs. Simon,19690705.0,,
1A,44244519,CS,Ms.,Tracy,W.,Leblanc,,,Ms. Leblanc,19241128.0,,
1A,44244547,CS,Mr.,Frederick,A.,Windham,,,Mr. Windham,19020213.0,,
1A,44244652,CS,Ms.,Tanya,V.,Rowan,,,Ms. Rowan,19771020.0,,
1A,44244656,CS,Mrs.,Russell,K.,Singleton,,,Mrs. Singleton,19010230.0,,
1A,44244722,CS,Ms.,David,Johnny,Jenkins,,,Ms. Jenkins,19870418.0,,
1A,44244873,CS,Mrs.,James,David,Dunnam,,,Mrs. Dunnam,,,
1A,44244933,CS,Ms.,Daisy,D.,Park,,,Ms. Park,19910906.0,,
1A,44244961,CS,Mr.,Jonathan,R.,Garrett,,,Mr. Garrett,19840303.0,,
1A,44245147,CS,Mr.,Twyla, ,Muney,,,Mr. Muney,19310728.0,,
1A,44245207,CS,Ms.,Maxine,A.,Quiggle,,,Ms. Quiggle,19480431.0,,
1A,44245258,CS,Mr.,Michael,M.,Schulweis,,,Mr. Schulweis,,,
1A,44245377,CS,Mr.,Richard,L.,Moore,,,Mr. Moore,19680403.0,,
1A,44245414,CS,Mr.,Paul,Terry,Romine,,,Mr. Romine,19890914.0,,
1A,44245445,CS,Ms.,James,Christine,Freeman,,,Ms. Freeman,19680709.0,,
1A,44245507,CS,Ms.,Jacquelyn,Gerald,Johnson,,,Ms. Johnson,19040526.0,,
1A,44245597,CS,Mr.,Shirley, ,Macnaught,,,Mr. Macnaught,20021227.0,,
1A,44245625,CS,Ms.,Ernest, ,Hansen,,,Ms. Hansen,19430529.0,,
1A,44245662,CS,Mr.,Mattie,B.,Schlenz,,,Mr. Schlenz,19010630.0,,
1A,44245838,CS,Ms.,Christopher, ,Hairston,,,Ms. Hairston,19270705.0,,
1A,44246165,CS,Mrs.,Susan,C.,Glass,,,Mrs. Glass,19900106.0,,
1A,44246300,CS,Mrs.,Francis,Reggie,Lacy,,,Mrs. Lacy,,,
1A,44246406,CS,Mrs.,William,T.,Gordon,,,Mrs. Gordon,,,
1A,44246541,CS,Mrs.,Timothy,William,Anyan,,,Mrs. Anyan,19980125.0,,
1A,44246601,CS,Mrs.,Jean,A.,Beaver,,,Mrs. Beaver,,,
1A,44246665,CS,Mr.,Joel,J.,Mathey,,,Mr. Mathey,19580305.0,,
1A,44246674,CS,Mr.,Katrina,Teresa,Cornwell,,,Mr. Cornwell,19791111.0,,
1A,44246687,CS,Mr.,Dara,T.,Holland,,,Mr. Holland,19560930.0,,
1A,44246691,CS,Mrs.,Ruth,L.,Newborn,,,Mrs. Newborn,19150423.0,,
1A,44246699,CS,Mrs.,David,Mary,Flowers,,,Mrs. Flowers,19550923.0,,
1A,44246710,CS,Mr.,Wanda,D.,Rice,,,Mr. Rice,19860517.0,,
1A,44246714,CS,Mr.,Kevin,R.,Thomen,,,Mr. Thomen,19570813.0,,
1A,44246729,CS,Mrs.,Jamie,Rachel,Hebert,,,Mrs. Hebert,19400807.0,,
1A,44246732,CS,Mr.,James,J.,Long,,,Mr. Long,19350215.0,,
1A,44246742,CS,Mrs.,Ronnie,Brandy,Pendleton,,,Mrs. Pendleton,19351028.0,,
1A,44246755,CS,Mrs.,Dewey, ,Durham,,,Mrs. Durham,19431208.0,,
1A,44246756,CS,Mrs.,Betsy,A.,Nunn,,,Mrs. Nunn,,,
1A,44246806,CS,Mrs.,Aubrey,M.,Huerta,,,Mrs. Huerta,19080731.0,,
1A,44246816,CS,Ms.,Katherine,Richard,Ramirez,,,Ms. Ramirez,19591019.0,,
1A,44246819,CS,Mr.,Cathleen,N.,Pemberton,,,Mr. Pemberton,19630717.0,,
1A,44246827,CS,Mr.,Marcia, ,Dee,,,Mr. Dee,19740625.0,,
1A,44246830,CS,Ms.,Melvin, ,Dash,,,Ms. Dash,19241109.0,,
1A,44246834,CS,Ms.,Sam,A.,Fleming,,,Ms. Fleming,19460405.0,,
1A,44246841,CS,Mrs.,Brandy,B.,Mcqueen,,,Mrs. Mcqueen,19680612.0,,
1A,44246846,CS,Mrs.,Richard,M.,Rollins,,,Mrs. Rollins,20010422.0,,
1A,44246853,CS,Mrs.,Jerry,J.,Postlewait,,,Mrs. Postlewait,19050516.0,,
1A,44246863,CS,Ms.,Elizabeth,A.,Harvey,,,Ms. Harvey,19800803.0,,
1A,44246879,CS,Ms.,Gordon,E.,Poorman,,,Ms. Poorman,19040925.0,,
1A,44246882,CS,Ms.,Gustavo, ,Hemberger,,,Ms. Hemberger,19430303.0,,
1A,44246890,CS,Mr.,Edward, ,Rice,,,Mr. Rice,19701128.0,,
1A,44246910,CS,Ms.,Vivian,L.,Delgado,,,Ms. Delgado,19970512.0,,
1A,44246912,CS,Mr.,Patricia,C.,Kurtz,,,Mr. Kurtz,20051223.0,,
1A,44246929,CS,Ms.,Michael,M.,Ledesma,,,Ms. Ledesma,19290726.0,,
1A,44246933,CS,Ms.,Sue,L.,Harley,,,Ms. Harley,19060526.0,,
1A,44246941,CS,Mrs.,Anthony,A.,Smith,,,Mrs. Smith,19600922.0,,
1A,44246949,CS,Mr.,Megan,J.,Lopez,,,Mr. Lopez,20090823.0,,
